,YEAR,ROUND,HSEED,HTEAM,fav_prob,upset_prob,LSEED,LTEAM,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,X2P_O,X2P_D,X3P_O,X3P_D,ADJ_T,WAB
1840,2023,1,10,Boise State,33.74%,0.662592558,16,Howard,-1,2,7.2,-12.3,0.4509,-0.1,-3.3,-6.1,-3,-7.4,-7.8,-2.1,-7.2,0.8,-3,-1.2,-2.6,-2.5,10.1
1841,2023,1,10,Boise State,59.17%,0.408256852,16,Southeast Missouri State,-2,5,10.1,-14,0.5666,1.9,-4.3,-0.6,-1.3,1.1,-4.1,-7.6,-16.2,0.7,-3,2.7,-4.3,-5.7,14.3
1842,2023,1,10,Boise State,76.29%,0.237079315,16,Texas Southern,-1,10,14,-11,0.5931,5.7,-2,-3.6,-0.8,-2.9,-3.9,-4.2,-10.7,3.3,-0.9,7.3,-2.6,-2.9,16.2
1843,2023,1,10,Boise State,34.40%,0.655958451,16,Fairleigh Dickinson,-1,5,4.5,-24.3,0.6451,0.4,-8.5,0.4,-3.7,-5,-5.1,2.8,-7.4,-0.7,-8.3,1.6,-5.9,-2.3,15.1
1844,2023,1,10,USC,29.50%,0.70500182,10,Penn State,-3,0,-4.3,-3.9,0.0014,-4.2,-4,4.4,5,10.2,7.9,12.4,3.9,-2.4,-6.4,-4,0.1,3.6,0.7
1845,2023,1,10,USC,36.90%,0.630965628,11,North Carolina State,-1,-1,-1.5,-2.1,0.0125,-0.5,-4.6,4.5,-1,-1.7,6.4,8.5,-4.2,-0.4,-8.2,-0.4,1.2,-1.2,1.2
1846,2023,1,10,USC,38.56%,0.614432761,11,Mississippi State,-1,1,8.5,6,0.0261,4.4,-1,-1.2,-3.9,-6.2,4,-0.8,2.2,0.6,-3.8,7.9,2.6,4.5,1.3
1847,2023,1,10,USC,58.46%,0.415440663,11,Providence,0,1,-3.1,-4.3,0.027,-0.2,-4.8,1.2,1.2,-6.2,6.3,-3,4.3,0.2,-7.2,-0.6,-0.5,1.2,1.1
1848,2023,1,10,USC,72.85%,0.271536708,11,Nevada,0,0,2.4,0.5,0.0282,0.8,-3.8,2.9,-0.6,6.1,7.9,-5.7,-1.6,0.8,-6.9,0.7,0.9,2.2,0.7
1849,2023,1,10,USC,33.79%,0.662103476,11,Arizona State,-2,0,6.1,2.9,0.0463,3.8,-1.2,1.2,-2.5,-0.6,1.2,3,-3.6,3.2,-1.4,3.1,-0.2,-0.2,0.8
1850,2023,1,10,USC,44.13%,0.558686707,11,Pittsburgh,-1,0,-1.3,-6,0.0902,-1.9,-4,1.7,1.4,-1.4,4.8,1.4,-0.8,-1.6,-6.2,-1.5,0,0.9,2.6
1851,2023,1,10,USC,32.41%,0.67585606,12,Drake,-2,-5,1.9,1.3,0.0069,-1.8,-2.1,2.6,0.4,4.7,10.6,5,3.1,-0.8,-5.1,-2.2,2.2,1.8,2.3
1852,2023,1,10,USC,23.24%,0.767615262,12,VCU,-2,-5,6.5,4,0.0292,-0.9,-1.8,-1.4,-6,0,3.2,-8,-0.7,-1.2,-3.8,-0.2,1.1,0.1,1
1853,2023,1,10,USC,15.33%,0.846748707,12,Oral Roberts,-2,-8,-0.9,-3.5,0.0479,-4.8,-3.3,4.9,0.5,4.5,5.6,9.2,7.8,-5.5,-4.2,-2.5,-0.8,-2.3,0.1
1854,2023,1,10,USC,18.86%,0.811413294,12,College of Charleston,-2,-9,2.3,-0.8,0.0511,-0.2,-2.7,1.4,-1.2,-6.1,7.5,1.1,5.1,-1.8,-6.7,1.2,3.1,-3,0.3
1855,2023,1,10,USC,15.89%,0.841090247,13,Iona,-2,-5,2.6,-0.5,0.0498,-0.5,-0.7,2.8,-2.8,-3,2.5,4.8,-1.4,0.3,-4.6,-1.5,4.2,-0.5,3.6
1856,2023,1,10,USC,17.70%,0.822998777,13,Kent State,-2,-6,4.9,0.8,0.0662,0,-2,1.8,-4.5,-1.9,2.8,1.8,-9,-1.1,-5.4,1.3,2.5,0.1,1
1857,2023,1,10,USC,41.16%,0.588417517,13,Louisiana Lafayette,-1,-4,0.2,-4.8,0.0952,-1.7,-5.4,0.6,0,-4.8,6.6,-3.9,-4,-1.1,-6.8,-2.1,-2.5,-0.3,2.4
1858,2023,1,10,USC,21.38%,0.786187051,13,Furman,-2,-5,-1.2,-7,0.1139,-4.3,-5.4,2.3,-0.3,-0.6,5.9,-0.9,-2,-8,-8.8,0.1,0.3,-0.3,4
1859,2023,1,10,USC,47.47%,0.525312982,14,Montana State,-2,-3,7,-0.4,0.139,0.4,-4.2,0.5,-2,3.3,7.5,-10.6,-5.7,-1.3,-5.6,2.5,-1.4,1.8,4.7
1860,2023,1,10,USC,37.39%,0.626098105,14,Kennesaw State,-2,-4,6.2,-3.4,0.197,-1.6,-6,0.2,-1.5,1.5,7.2,-2.7,-6.4,-0.2,-8.1,-2.6,-1.4,-0.4,3.3
1861,2023,1,10,USC,27.27%,0.72733222,14,Grand Canyon,-3,-2,0.6,-8.9,0.2003,-1.6,-2,-0.3,3.1,-1.5,2.7,-4,-3.4,0.6,-4.4,-3.1,1.4,3.2,5.6
1862,2023,1,10,USC,25.80%,0.742018444,14,UC Santa Barbara,-2,-5,1.6,-8.1,0.2054,-2.9,-4.6,1.3,-0.6,2.4,6.9,-1.1,0.6,-3.7,-6.5,-0.6,-1.1,3.5,3.2
1863,2023,1,10,USC,49.97%,0.500276997,15,Vermont,-1,-1,2.2,-4.8,0.1373,-3.6,-5.5,3.9,1.3,9.7,10.5,5.4,2.9,-4.4,-7.6,-1.7,-1.2,3.5,5.8
1864,2023,1,10,USC,20.15%,0.798471059,15,Colgate,-2,-4,0.1,-8.2,0.1704,-7.3,-6.7,3.2,0.5,4.1,8.9,6.2,9.5,-6,-9.1,-6.4,-1.5,0.4,5.6
1865,2023,1,10,USC,90.80%,0.092011106,15,Princeton,3,1,3.8,-5,0.1783,-1.2,-2.8,1.2,3.6,0.6,10.2,1.6,0.5,-2.4,-4.8,0.5,0.3,0.7,5.2
1866,2023,1,10,USC,36.87%,0.631250589,15,UNC Asheville,-2,-5,10,-5.1,0.3433,-2.6,-2.8,-1.9,0.2,3.2,4.3,-7.5,3,-0.3,-6.7,-4.3,2.9,-0.2,3.8
1867,2023,1,10,USC,15.96%,0.840355034,16,Northern Kentucky,-2,0,9.5,-4.3,0.3092,1.5,-6.1,0.6,-5.1,-2.3,0.2,6.4,-1,3.4,-6.5,-0.7,-3.3,6.3,8.6
1868,2023,1,10,USC,45.04%,0.549585651,16,Texas A&M Corpus Chris,-1,-1,6.5,-9.4,0.3683,0.1,-7.2,0.1,-2.8,-3.5,5.1,-0.6,-8.8,2.1,-11.7,-2.4,0.1,-1,8
1869,2023,1,10,USC,30.15%,0.698541037,16,Howard,-2,0,9.4,-8.6,0.4227,-0.7,-5.4,-4.7,-2.6,-4.8,1.4,1,-4.8,1.2,-8.4,-2.7,-0.2,-0.8,9.3
1870,2023,1,10,USC,55.12%,0.448759235,16,Southeast Missouri State,-3,3,12.3,-10.3,0.5384,1.3,-6.4,0.8,-0.9,3.7,5.1,-4.5,-13.8,1.1,-8.4,1.2,-1.9,-4,13.5
1871,2023,1,10,USC,73.17%,0.268299315,16,Texas Southern,-2,8,16.2,-7.3,0.5649,5.1,-4.1,-2.2,-0.4,-0.3,5.3,-1.1,-8.3,3.7,-6.3,5.8,-0.2,-1.2,15.4
1872,2023,1,10,USC,30.77%,0.692285496,16,Fairleigh Dickinson,-2,3,6.7,-20.6,0.6169,-0.2,-10.6,1.8,-3.3,-2.4,4.1,5.9,-5,-0.3,-13.7,0.1,-3.5,-0.6,14.3
1873,2023,1,10,Penn State,61.80%,0.381978686,11,North Carolina State,2,-1,2.8,1.8,0.0111,3.7,-0.6,0.1,-6,-11.9,-1.5,-3.9,-8.1,2,-1.8,3.6,1.1,-4.8,0.5
1874,2023,1,10,Penn State,63.45%,0.365508158,11,Mississippi State,2,1,12.8,9.9,0.0247,8.6,3,-5.6,-8.9,-16.4,-3.9,-13.2,-1.7,3,2.6,11.9,2.5,0.9,0.6
1875,2023,1,10,Penn State,79.56%,0.204396659,11,Providence,3,1,1.2,-0.4,0.0256,4,-0.8,-3.2,-3.8,-16.4,-1.6,-15.4,0.4,2.6,-0.8,3.4,-0.6,-2.4,0.4
1876,2023,1,10,Penn State,88.13%,0.118745947,11,Nevada,3,0,6.7,4.4,0.0268,5,0.2,-1.5,-5.6,-4.1,0,-18.1,-5.5,3.2,-0.5,4.7,0.8,-1.4,0
1877,2023,1,10,Penn State,58.54%,0.414634849,11,Arizona State,1,0,10.4,6.8,0.0449,8,2.8,-3.2,-7.5,-10.8,-6.7,-9.4,-7.5,5.6,5,7.1,-0.3,-3.8,0.1
1878,2023,1,10,Penn State,68.60%,0.313956648,11,Pittsburgh,2,0,3,-2.1,0.0888,2.3,0,-2.7,-3.6,-11.6,-3.1,-11,-4.7,0.8,0.2,2.5,-0.1,-2.7,1.9
1879,2023,1,10,Penn State,57.02%,0.429785273,12,Drake,1,-5,6.2,5.2,0.0055,2.4,1.9,-1.8,-4.6,-5.5,2.7,-7.4,-0.8,1.6,1.3,1.8,2.1,-1.8,1.6
1880,2023,1,10,Penn State,45.58%,0.544227745,12,VCU,1,-5,10.8,7.9,0.0278,3.3,2.2,-5.8,-11,-10.2,-4.7,-20.4,-4.6,1.2,2.6,3.8,1,-3.5,0.3
1881,2023,1,10,Penn State,33.36%,0.666368386,12,Oral Roberts,1,-8,3.4,0.4,0.0465,-0.6,0.7,0.5,-4.5,-5.7,-2.3,-3.2,3.9,-3.1,2.2,1.5,-0.9,-5.9,-0.6
1882,2023,1,10,Penn State,39.13%,0.608664013,12,College of Charleston,1,-9,6.6,3.1,0.0497,4,1.3,-3,-6.2,-16.3,-0.4,-11.3,1.2,0.6,-0.3,5.2,3,-6.6,-0.4
1883,2023,1,10,Penn State,34.33%,0.656749638,13,Iona,1,-5,6.9,3.4,0.0484,3.7,3.3,-1.6,-7.8,-13.2,-5.4,-7.6,-5.3,2.7,1.8,2.5,4.1,-4.1,2.9
1884,2023,1,10,Penn State,37.30%,0.626979001,13,Kent State,1,-6,9.2,4.7,0.0648,4.2,2,-2.6,-9.5,-12.1,-5.1,-10.6,-12.9,1.3,1,5.3,2.4,-3.5,0.3
1885,2023,1,10,Penn State,65.93%,0.340718851,13,Louisiana Lafayette,2,-4,4.5,-0.9,0.0938,2.5,-1.4,-3.8,-5,-15,-1.3,-16.3,-7.9,1.3,-0.4,1.9,-2.6,-3.9,1.7
1886,2023,1,10,Penn State,42.93%,0.570667106,13,Furman,1,-5,3.1,-3.1,0.1125,-0.1,-1.4,-2.1,-5.3,-10.8,-2,-13.3,-5.9,-5.6,-2.4,4.1,0.2,-3.9,3.3
1887,2023,1,10,Penn State,71.43%,0.285736646,14,Montana State,1,-3,11.3,3.5,0.1376,4.6,-0.2,-3.9,-7,-6.9,-0.4,-23,-9.6,1.1,0.8,6.5,-1.5,-1.8,4
1888,2023,1,10,Penn State,62.29%,0.377069342,14,Kennesaw State,1,-4,10.5,0.5,0.1956,2.6,-2,-4.2,-6.5,-8.7,-0.7,-15.1,-10.3,2.2,-1.7,1.4,-1.5,-4,2.6
1889,2023,1,10,Penn State,50.91%,0.490903375,14,Grand Canyon,0,-2,4.9,-5,0.1989,2.6,2,-4.7,-1.9,-11.7,-5.2,-16.4,-7.3,3,2,0.9,1.3,-0.4,4.9
1890,2023,1,10,Penn State,49.03%,0.509740335,14,UC Santa Barbara,1,-5,5.9,-4.2,0.204,1.3,-0.6,-3.1,-5.6,-7.8,-1,-13.5,-3.3,-1.3,-0.1,3.4,-1.2,-0.1,2.5
1891,2023,1,10,Penn State,73.43%,0.265726938,15,Vermont,2,-1,6.5,-0.9,0.1359,0.6,-1.5,-0.5,-3.7,-0.5,2.6,-7,-1,-2,-1.2,2.3,-1.3,-0.1,5.1
1892,2023,1,10,Penn State,41.11%,0.588857896,15,Colgate,1,-4,4.4,-4.3,0.169,-3.1,-2.7,-1.2,-4.5,-6.1,1,-6.2,5.6,-3.6,-2.7,-2.4,-1.6,-3.2,4.9
1893,2023,1,10,Penn State,96.47%,0.035337193,15,Princeton,6,1,8.1,-1.1,0.1769,3,1.2,-3.2,-1.4,-9.6,2.3,-10.8,-3.4,0,1.6,4.5,0.2,-2.9,4.5
1894,2023,1,10,Penn State,61.77%,0.382267679,15,UNC Asheville,1,-5,14.3,-1.2,0.3419,1.6,1.2,-6.3,-4.8,-7,-3.6,-19.9,-0.9,2.1,-0.3,-0.3,2.8,-3.8,3.1
1895,2023,1,10,Penn State,34.45%,0.655510867,16,Northern Kentucky,1,0,13.8,-0.4,0.3078,5.7,-2.1,-3.8,-10.1,-12.5,-7.7,-6,-4.9,5.8,-0.1,3.3,-3.4,2.7,7.9
1896,2023,1,10,Penn State,69.39%,0.306077268,16,Texas A&M Corpus Chris,2,-1,10.8,-5.5,0.3669,4.3,-3.2,-4.3,-7.8,-13.7,-2.8,-13,-12.7,4.5,-5.3,1.6,0,-4.6,7.3
1897,2023,1,10,Penn State,54.42%,0.45582555,16,Howard,1,0,13.7,-4.7,0.4213,3.5,-1.4,-9.1,-7.6,-15,-6.5,-11.4,-8.7,3.6,-2,1.3,-0.3,-4.4,8.6
1898,2023,1,10,Penn State,77.26%,0.227372942,16,Southeast Missouri State,0,3,16.6,-6.4,0.537,5.5,-2.4,-3.6,-5.9,-6.5,-2.8,-16.9,-17.7,3.5,-2,5.2,-2,-7.6,12.8
1899,2023,1,10,Penn State,88.30%,0.117037528,16,Texas Southern,1,8,20.5,-3.4,0.5635,9.3,-0.1,-6.6,-5.4,-10.5,-2.6,-13.5,-12.2,6.1,0.1,9.8,-0.3,-4.8,14.7
1900,2023,1,10,Penn State,55.15%,0.448509756,16,Fairleigh Dickinson,1,3,11,-16.7,0.6155,4,-6.6,-2.6,-8.3,-12.6,-3.8,-6.5,-8.9,2.1,-7.3,4.1,-3.6,-4.2,13.6
1901,2023,1,11,North Carolina State,55.40%,0.446044352,11,Mississippi State,0,2,10,8.1,0.0136,4.9,3.6,-5.7,-2.9,-4.5,-2.4,-9.3,6.4,1,4.4,8.3,1.4,5.7,0.1
1902,2023,1,11,North Carolina State,73.58%,0.264216197,11,Providence,1,2,-1.6,-2.2,0.0145,0.3,-0.2,-3.3,2.2,-4.5,-0.1,-11.5,8.5,0.6,1,-0.2,-1.7,2.4,-0.1
1903,2023,1,11,North Carolina State,84.15%,0.158492182,11,Nevada,1,1,3.9,2.6,0.0157,1.3,0.8,-1.6,0.4,7.8,1.5,-14.2,2.6,1.2,1.3,1.1,-0.3,3.4,-0.5
1904,2023,1,11,North Carolina State,50.25%,0.497508022,11,Arizona State,-1,1,7.6,5,0.0338,4.3,3.4,-3.3,-1.5,1.1,-5.2,-5.5,0.6,3.6,6.8,3.5,-1.4,1,-0.4
1905,2023,1,11,North Carolina State,60.99%,0.390117982,11,Pittsburgh,0,1,0.2,-3.9,0.0777,-1.4,0.6,-2.8,2.4,0.3,-1.6,-7.1,3.4,-1.2,2,-1.1,-1.2,2.1,1.4
1906,2023,1,11,North Carolina State,48.70%,0.513032626,12,Drake,-1,-4,3.4,3.4,-0.0056,-1.3,2.5,-1.9,1.4,6.4,4.2,-3.5,7.3,-0.4,3.1,-1.8,1,3,1.1
1907,2023,1,11,North Carolina State,37.47%,0.625332411,12,VCU,-1,-4,8,6.1,0.0167,-0.4,2.8,-5.9,-5,1.7,-3.2,-16.5,3.5,-0.8,4.4,0.2,-0.1,1.3,-0.2
1908,2023,1,11,North Carolina State,26.37%,0.736270732,12,Oral Roberts,-1,-7,0.6,-1.4,0.0354,-4.3,1.3,0.4,1.5,6.2,-0.8,0.7,12,-5.1,4,-2.1,-2,-1.1,-1.1
1909,2023,1,11,North Carolina State,31.51%,0.684940296,12,College of Charleston,-1,-8,3.8,1.3,0.0386,0.3,1.9,-3.1,-0.2,-4.4,1.1,-7.4,9.3,-1.4,1.5,1.6,1.9,-1.8,-0.9
1910,2023,1,11,North Carolina State,27.22%,0.727844212,13,Iona,-1,-4,4.1,1.6,0.0373,0,3.9,-1.7,-1.8,-1.3,-3.9,-3.7,2.8,0.7,3.6,-1.1,3,0.7,2.4
1911,2023,1,11,North Carolina State,29.86%,0.701436541,13,Kent State,-1,-5,6.4,2.9,0.0537,0.5,2.6,-2.7,-3.5,-0.2,-3.6,-6.7,-4.8,-0.7,2.8,1.7,1.3,1.3,-0.2
1912,2023,1,11,North Carolina State,58.06%,0.419403436,13,Louisiana Lafayette,0,-3,1.7,-2.7,0.0827,-1.2,-0.8,-3.9,1,-3.1,0.2,-12.4,0.2,-0.7,1.4,-1.7,-3.7,0.9,1.2
1913,2023,1,11,North Carolina State,34.99%,0.650091866,13,Furman,-1,-4,0.3,-4.9,0.1014,-3.8,-0.8,-2.2,0.7,1.1,-0.5,-9.4,2.2,-7.6,-0.6,0.5,-0.9,0.9,2.8
1914,2023,1,11,North Carolina State,64.14%,0.358630857,14,Montana State,-1,-2,8.5,1.7,0.1265,0.9,0.4,-4,-1,5,1.1,-19.1,-1.5,-0.9,2.6,2.9,-2.6,3,3.5
1915,2023,1,11,North Carolina State,54.17%,0.45831287,14,Kennesaw State,-1,-3,7.7,-1.3,0.1845,-1.1,-1.4,-4.3,-0.5,3.2,0.8,-11.2,-2.2,0.2,0.1,-2.2,-2.6,0.8,2.1
1916,2023,1,11,North Carolina State,42.59%,0.574070674,14,Grand Canyon,-2,-1,2.1,-6.8,0.1878,-1.1,2.6,-4.8,4.1,0.2,-3.7,-12.5,0.8,1,3.8,-2.7,0.2,4.4,4.4
1917,2023,1,11,North Carolina State,40.76%,0.592385533,14,UC Santa Barbara,-1,-4,3.1,-6,0.1929,-2.4,0,-3.2,0.4,4.1,0.5,-9.6,4.8,-3.3,1.7,-0.2,-2.3,4.7,2
1918,2023,1,11,North Carolina State,66.41%,0.335917198,15,Vermont,0,0,3.7,-2.7,0.1248,-3.1,-0.9,-0.6,2.3,11.4,4.1,-3.1,7.1,-4,0.6,-1.3,-2.4,4.7,4.6
1919,2023,1,11,North Carolina State,33.31%,0.666881833,15,Colgate,-1,-3,1.6,-6.1,0.1579,-6.8,-2.1,-1.3,1.5,5.8,2.5,-2.3,13.7,-5.6,-0.9,-6,-2.7,1.6,4.4
1920,2023,1,11,North Carolina State,95.13%,0.048708221,15,Princeton,4,2,5.3,-2.9,0.1658,-0.7,1.8,-3.3,4.6,2.3,3.8,-6.9,4.7,-2,3.4,0.9,-0.9,1.9,4
1921,2023,1,11,North Carolina State,53.62%,0.463797331,15,UNC Asheville,-1,-4,11.5,-3,0.3308,-2.1,1.8,-6.4,1.2,4.9,-2.1,-16,7.2,0.1,1.5,-3.9,1.7,1,2.6
1922,2023,1,11,North Carolina State,27.32%,0.726755267,16,Northern Kentucky,-1,1,11,-2.2,0.2967,2,-1.5,-3.9,-4.1,-0.6,-6.2,-2.1,3.2,3.8,1.7,-0.3,-4.5,7.5,7.4
1923,2023,1,11,North Carolina State,61.86%,0.381389791,16,Texas A&M Corpus Chris,0,0,8,-7.3,0.3558,0.6,-2.6,-4.4,-1.8,-1.8,-1.3,-9.1,-4.6,2.5,-3.5,-2,-1.1,0.2,6.8
1924,2023,1,11,North Carolina State,46.07%,0.539345955,16,Howard,-1,1,10.9,-6.5,0.4102,-0.2,-0.8,-9.2,-1.6,-3.1,-5,-7.5,-0.6,1.6,-0.2,-2.3,-1.4,0.4,8.1
1925,2023,1,11,North Carolina State,70.85%,0.291453484,16,Southeast Missouri State,-2,4,13.8,-8.2,0.5259,1.8,-1.8,-3.7,0.1,5.4,-1.3,-13,-9.6,1.5,-0.2,1.6,-3.1,-2.8,12.3
1926,2023,1,11,North Carolina State,84.37%,0.156313356,16,Texas Southern,-1,9,17.7,-5.2,0.5524,5.6,0.5,-6.7,0.6,1.4,-1.1,-9.6,-4.1,4.1,1.9,6.2,-1.4,0,14.2
1927,2023,1,11,North Carolina State,46.80%,0.532000172,16,Fairleigh Dickinson,-1,4,8.2,-18.5,0.6044,0.3,-6,-2.7,-2.3,-0.7,-2.3,-2.6,-0.8,0.1,-5.5,0.5,-4.7,0.6,13.1
1928,2023,1,11,Mississippi State,72.19%,0.278123074,11,Providence,1,0,-11.6,-10.3,0.0009,-4.6,-3.8,2.4,5.1,0,2.3,-2.2,2.1,-0.4,-3.4,-8.5,-3.1,-3.3,-0.2
1929,2023,1,11,Mississippi State,83.19%,0.168105714,11,Nevada,1,-1,-6.1,-5.5,0.0021,-3.6,-2.8,4.1,3.3,12.3,3.9,-4.9,-3.8,0.2,-3.1,-7.2,-1.7,-2.3,-0.6
1930,2023,1,11,Mississippi State,48.49%,0.515097835,11,Arizona State,-1,-1,-2.4,-3.1,0.0202,-0.6,-0.2,2.4,1.4,5.6,-2.8,3.8,-5.8,2.6,2.4,-4.8,-2.8,-4.7,-0.5
1931,2023,1,11,Mississippi State,59.30%,0.406986146,11,Pittsburgh,0,-1,-9.8,-12,0.0641,-6.3,-3,2.9,5.3,4.8,0.8,2.2,-3,-2.2,-2.4,-9.4,-2.6,-3.6,1.3
1932,2023,1,11,Mississippi State,46.94%,0.530591744,12,Drake,-1,-6,-6.6,-4.7,-0.0192,-6.2,-1.1,3.8,4.3,10.9,6.6,5.8,0.9,-1.4,-1.3,-10.1,-0.4,-2.7,1
1933,2023,1,11,Mississippi State,35.83%,0.641670472,12,VCU,-1,-6,-2,-2,0.0031,-5.3,-0.8,-0.2,-2.1,6.2,-0.8,-7.2,-2.9,-1.8,0,-8.1,-1.5,-4.4,-0.3
1934,2023,1,11,Mississippi State,25.03%,0.749707428,12,Oral Roberts,-1,-9,-9.4,-9.5,0.0218,-9.2,-2.3,6.1,4.4,10.7,1.6,10,5.6,-6.1,-0.4,-10.4,-3.4,-6.8,-1.2
1935,2023,1,11,Mississippi State,30.01%,0.699926359,12,College of Charleston,-1,-10,-6.2,-6.8,0.025,-4.6,-1.7,2.6,2.7,0.1,3.5,1.9,2.9,-2.4,-2.9,-6.7,0.5,-7.5,-1
1936,2023,1,11,Mississippi State,25.84%,0.741559532,13,Iona,-1,-6,-5.9,-6.5,0.0237,-4.9,0.3,4,1.1,3.2,-1.5,5.6,-3.6,-0.3,-0.8,-9.4,1.6,-5,2.3
1937,2023,1,11,Mississippi State,28.40%,0.715963336,13,Kent State,-1,-7,-3.6,-5.2,0.0401,-4.4,-1,3,-0.6,4.3,-1.2,2.6,-11.2,-1.7,-1.6,-6.6,-0.1,-4.4,-0.3
1938,2023,1,11,Mississippi State,56.34%,0.43663131,13,Louisiana Lafayette,0,-5,-8.3,-10.8,0.0691,-6.1,-4.4,1.8,3.9,1.4,2.6,-3.1,-6.2,-1.7,-3,-10,-5.1,-4.8,1.1
1939,2023,1,11,Mississippi State,33.41%,0.665927048,13,Furman,-1,-6,-9.7,-13,0.0878,-8.7,-4.4,3.5,3.6,5.6,1.9,-0.1,-4.2,-8.6,-5,-7.8,-2.3,-4.8,2.7
1940,2023,1,11,Mississippi State,62.50%,0.374974629,14,Montana State,-1,-4,-1.5,-6.4,0.1129,-4,-3.2,1.7,1.9,9.5,3.5,-9.8,-7.9,-1.9,-1.8,-5.4,-4,-2.7,3.4
1941,2023,1,11,Mississippi State,52.42%,0.475829151,14,Kennesaw State,-1,-5,-2.3,-9.4,0.1709,-6,-5,1.4,2.4,7.7,3.2,-1.9,-8.6,-0.8,-4.3,-10.5,-4,-4.9,2
1942,2023,1,11,Mississippi State,40.88%,0.591182707,14,Grand Canyon,-2,-3,-7.9,-14.9,0.1742,-6,-1,0.9,7,4.7,-1.3,-3.2,-5.6,0,-0.6,-11,-1.2,-1.3,4.3
1943,2023,1,11,Mississippi State,39.07%,0.60926258,14,UC Santa Barbara,-1,-6,-6.9,-14.1,0.1793,-7.3,-3.6,2.5,3.3,8.6,2.9,-0.3,-1.6,-4.3,-2.7,-8.5,-3.7,-1,1.9
1944,2023,1,11,Mississippi State,64.82%,0.351793616,15,Vermont,0,-2,-6.3,-10.8,0.1112,-8,-4.5,5.1,5.2,15.9,6.5,6.2,0.7,-5,-3.8,-9.6,-3.8,-1,4.5
1945,2023,1,11,Mississippi State,31.77%,0.682328478,15,Colgate,-1,-5,-8.4,-14.2,0.1443,-11.7,-5.7,4.4,4.4,10.3,4.9,7,7.3,-6.6,-5.3,-14.3,-4.1,-4.1,4.3
1946,2023,1,11,Mississippi State,94.79%,0.052074758,15,Princeton,4,0,-4.7,-11,0.1522,-5.6,-1.8,2.4,7.5,6.8,6.2,2.4,-1.7,-3,-1,-7.4,-2.3,-3.8,3.9
1947,2023,1,11,Mississippi State,51.87%,0.481336966,15,UNC Asheville,-1,-6,1.5,-11.1,0.3172,-7,-1.8,-0.7,4.1,9.4,0.3,-6.7,0.8,-0.9,-2.9,-12.2,0.3,-4.7,2.5
1948,2023,1,11,Mississippi State,25.95%,0.7405059,16,Northern Kentucky,-1,-1,1,-10.3,0.2831,-2.9,-5.1,1.8,-1.2,3.9,-3.8,7.2,-3.2,2.8,-2.7,-8.6,-5.9,1.8,7.3
1949,2023,1,11,Mississippi State,60.19%,0.39812692,16,Texas A&M Corpus Chris,0,-2,-2,-15.4,0.3422,-4.3,-6.2,1.3,1.1,2.7,1.1,0.2,-11,1.5,-7.9,-10.3,-2.5,-5.5,6.7
1950,2023,1,11,Mississippi State,44.32%,0.556775968,16,Howard,-1,-1,0.9,-14.6,0.3966,-5.1,-4.4,-3.5,1.3,1.4,-2.6,1.8,-7,0.6,-4.6,-10.6,-2.8,-5.3,8
1951,2023,1,11,Mississippi State,69.38%,0.306197378,16,Southeast Missouri State,-2,2,3.8,-16.3,0.5123,-3.1,-5.4,2,3,9.9,1.1,-3.7,-16,0.5,-4.6,-6.7,-4.5,-8.5,12.2
1952,2023,1,11,Mississippi State,83.42%,0.165820771,16,Texas Southern,-1,7,7.7,-13.3,0.5388,0.7,-3.1,-1,3.5,5.9,1.3,-0.3,-10.5,3.1,-2.5,-2.1,-2.8,-5.7,14.1
1953,2023,1,11,Mississippi State,45.05%,0.549475959,16,Fairleigh Dickinson,-1,2,-1.8,-26.6,0.5908,-4.6,-9.6,3,0.6,3.8,0.1,6.7,-7.2,-0.9,-9.9,-7.8,-6.1,-5.1,13
1954,2023,1,11,Providence,68.82%,0.311823088,11,Nevada,0,-1,5.5,4.8,0.0012,1,1,1.7,-1.8,12.3,1.6,-2.7,-5.9,0.6,0.3,1.3,1.4,1,-0.4
1955,2023,1,11,Providence,29.57%,0.704311065,11,Arizona State,-2,-1,9.2,7.2,0.0193,4,3.6,0,-3.7,5.6,-5.1,6,-7.9,3,5.8,3.7,0.3,-1.4,-0.3
1956,2023,1,11,Providence,39.39%,0.606127662,11,Pittsburgh,-1,-1,1.8,-1.7,0.0632,-1.7,0.8,0.5,0.2,4.8,-1.5,4.4,-5.1,-1.8,1,-0.9,0.5,-0.3,1.5
1957,2023,1,11,Providence,28.29%,0.717079832,12,Drake,-2,-6,5,5.6,-0.0201,-1.6,2.7,1.4,-0.8,10.9,4.3,8,-1.2,-1,2.1,-1.6,2.7,0.6,1.2
1958,2023,1,11,Providence,19.94%,0.800612079,12,VCU,-2,-6,9.6,8.3,0.0022,-0.7,3,-2.6,-7.2,6.2,-3.1,-5,-5,-1.4,3.4,0.4,1.6,-1.1,-0.1
1959,2023,1,11,Providence,12.96%,0.870406184,12,Oral Roberts,-2,-9,2.2,0.8,0.0209,-4.6,1.5,3.7,-0.7,10.7,-0.7,12.2,3.5,-5.7,3,-1.9,-0.3,-3.5,-1
